UID	HOOFDTEELT_CTRL_COD	HOOFDTEELT_CTRL_COD_ORIG	HOOFDTEELT_CTRL_NAM_ORIG	GESP_PM	STAT_BGV
000028106A9F5BD700000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F5C3C0000000C	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069A99EC000000006	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069A99E5B00000009	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F72B900000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281069A9B27A00000005	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281069A9B1B000000007	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064B8A68400000004	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F73830000000C	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064B8A6E900000009	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065D1A37E00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281065165E6200000006	311	311	Wintertarwe		
000028106A15077E0000000F	311	311	Wintertarwe		
000028106A15064F00000006	311	311	Wintertarwe		
0000281064D864E100000001	35	35	Triticale		
000028106A1505EA00000003	311	311	Wintertarwe		
000028106A1538D700000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A1507E300000003	311	311	Wintertarwe		
000028106A15393C00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106ABEFFC100000002	639	639	Snijrogge		
000028106ABF002600000003	639	639	Snijrogge		
0000281069638EA900000007	6031	6031	Zaaizaad_wintertarwe_of_triticale		
0000281068F429A200000002	8411	8411	Snijbonen_-_industrie		
000028105E0385FD00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028104F77815500000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028104F775D0500000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065A8740900000001	9725	9725	Meerjarige_fruitteelten_(zoete_kers__laagstam)		
00002810614D618900000006	9711	9711	Meerjarige_fruitteelten_(peer)		
000028104F77751A00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028104F777FC10000000A	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105D87E31200000002	9710	9710	Meerjarige_fruitteelten_(appel)		
000028104F77790C00000004	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065A87D8100000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065A87D1C00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A190B460000000B	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106914085900000003	9710	9710	Meerjarige_fruitteelten_(appel)		
000028104F775E340000000E	9710	9710	Meerjarige_fruitteelten_(appel)		
000028105F059A3400000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028104F7752C300000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C5BC00000006	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810614D60BF00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C81A00000004	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C62100000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810614D612400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810614D605A0000000C	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C87F00000004	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060A5E6B900000006	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060A5E52500000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106915F42300000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C68600000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C8E400000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C6EB00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C94900000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C75000000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A15C9AE00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810648C5AF600000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105B1C00CB0000002F	9710	9710	Meerjarige_fruitteelten_(appel)		
000028104F778B9700000012	9711	9711	Meerjarige_fruitteelten_(peer)		
000028104F7791210000000A	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105F0599CF00000003	9725	9725	Meerjarige_fruitteelten_(zoete_kers__laagstam)		
0000281062E1099200000004	9725	9725	Meerjarige_fruitteelten_(zoete_kers__laagstam)		
000028106A15CA1300000004	9710	9710	Meerjarige_fruitteelten_(appel)		
000028104D8E77F200000003	60	60	Grasland		BG
000028104C5171C700000001	311	311	Wintertarwe		
0000281059BBB7FA00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281065B324D700000006	60	60	Grasland		BG
000028105DF738BA00000004	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
00002810645A3B7400000006	82	82	Braakliggend_land_met_onderhoud		
000028106932CA7F00000001	311	311	Wintertarwe		
00002810680289F800000001	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
0000281068028A5D00000001	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
0000281068028E4F00000003	36	36	Spelt		
0000281062491A7100000001	311	311	Wintertarwe		
000028106A1B01BB00000004	321	321	Wintergerst		
000028105D3F282D00000003	201	201	Silomais		
00002810670A858300000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A1B034F0000000E	202	202	Korrelmais		
00002810690D8A4A00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281063FA6D2C00000006	201	201	Silomais		
00002810649E92AA00000001	201	201	Silomais		
000028106A1AFF5D00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106754E2CC00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810670A85E800000008	9811	9811	Cichorei_(inuline)		
00002810654D759600000004	60	60	Grasland	MAA	BG
000028104B3F365700000001	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028106902EA0E00000004	201	201	Silomais		
0000281063BE385E00000004	60	60	Grasland		BG
000028106154965700000001	312	312	Zomertarwe		
00002810615495F200000005	312	312	Zomertarwe		
000028105DD86D7D00000001	331	331	Winterrogge		
0000281000C81BDD00000001	331	331	Winterrogge		
000028105DD86D1800000014	331	331	Winterrogge		
000028106A51912700000014	201	201	Silomais		
000028106AC6374E00000004	201	201	Silomais		
000028106A90A3B000000004	201	201	Silomais		
000028104F0B22B000000003	35	35	Triticale		
00002810622E0F1C00000003	36	36	Spelt		
00002810639DE2DA00000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106A7D073000000001	60	60	Grasland		BG
00002810692E1B6900000007	60	60	Grasland		BG
00002810692E18A600000002	60	60	Grasland		BG
00002810692E15E300000001	60	60	Grasland		BG
000028106A7D079500000009	60	60	Grasland		BG
0000281063BBD69100000001	60	60	Grasland		BG
000028106A665A0800000003	91	91	Suikerbieten		
000028106A6669D000000001	71	71	Voederbieten		
000028105DEC44D200000003	60	60	Grasland		BG
000028106247805A00000001	311	311	Wintertarwe		
000028106650268200000008	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106AAFF51D00000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
0000281068FE7E7700000003	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106941271200000008	201	201	Silomais		
000028106A26A5A900000001	36	36	Spelt		
0000281069CDBCDA00000001	8523	8523	Bloemkool_-_industrie		
0000281067180A9800000001	8523	8523	Bloemkool_-_industrie		
0000281065EDCEF500000007	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
000028106838277300000003	643	643	Gele_mosterd		
000028105CACCD7300000006	60	60	Grasland		BG
00002810674C022600000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810631802C600000003	36	36	Spelt		
0000281062860DE200000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281062860D7D00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281068F2F36400000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281062860E4700000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281062860F1100000006	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281062860D1800000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281062CBA39B00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810628613680000000A	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281068F2F68C00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281068F2F0A100000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028105C3BB05500000001	321	321	Wintergerst		
000028106A694CB000000008	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810676AFE4F00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810626188C300000001	60	60	Grasland		BG
000028106A41C2BF00000003	60	60	Grasland		BG
0000281000C8B10400000008	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063D56FAC00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106AB9560800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B13E00000005	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105DF7E9EF00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B13B00000005	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105DF7EAB900000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B11000000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105CF9444E00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810623662130000000A	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810623661AE00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B11600000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106236627800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B12C00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810608DD78400000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810690B454E00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281000C8B11C00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810690B44E900000004	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106715487B00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810690B44840000000B	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069D4156600000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069D4150100000005	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069D415CB0000000C	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281062E39B2000000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064370DB700000003	700	700	Grasklaver	MAA	BG3
000028106A935D8400000004	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
00002810698FB3EE00000003	311	311	Wintertarwe		
000028106430A5C400000001	321	321	Wintergerst		
000028106A716CB600000001	312	312	Zomertarwe		
00002810618E1EBF00000003	60	700	Grasklaver		BG
0000281069A0AC5500000005	9511	9511	Asperges_-_vers		
0000281069A0ACBA00000001	9511	9511	Asperges_-_vers		
0000281069A0AD1F00000001	9511	9511	Asperges_-_vers		
0000281069A0AD8400000001	9511	9511	Asperges_-_vers		
000028106646C9EE00000004	9511	9511	Asperges_-_vers		
00002810628A520100000009	9511	9511	Asperges_-_vers		
00002810597F33D700000001	9511	9511	Asperges_-_vers		
0000281064605BFA00000008	9511	9511	Asperges_-_vers		
00002810691BC28D00000003	311	311	Wintertarwe		
000028105AF5F55300000003	311	311	Wintertarwe		
0000281064C829EE00000004	311	311	Wintertarwe		
000028106152ED4200000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028105CA9CFBF00000003	36	36	Spelt		
000028105CA9D8D200000001	36	36	Spelt		
0000281049FF1A6700000006	36	36	Spelt		
00002810697803DA00000003	312	312	Zomertarwe		
00002810681BED6700000003	312	312	Zomertarwe		
00002810681BEDCC00000005	312	312	Zomertarwe		
000028104AF975990000001C	60	60	Grasland		BG
000028106A16E8A100000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A14F5600000001	60	60	Grasland	MAA	BG3
0000281064020AF400000003	321	321	Wintergerst		
0000281064CD60C80000000A	322	322	Zomergerst		
0000281069C7C16E00000003	312	312	Zomertarwe		
000028106263279600000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069C7C10900000003	312	312	Zomertarwe		
000028106089EAA200000001	321	321	Wintergerst		
0000281060D1D52300000004	312	312	Zomertarwe		
0000281062F4CF1E00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106089EA3D00000001	321	321	Wintergerst		
000028106089EB0700000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810669EBE6E00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AA9B69B00000002	311	311	Wintertarwe		
0000281061B14D4600000005	8523	8410	Stamslabonen/sperziebonen_-_industrie		
000028104FDE27AC00000001	634	634	Mengsel_met_overwegend_Japanse_haver_en_vlinderbloemigen		BG1
00002810614420FC00000006	36	36	Spelt		
000028105E371C0C00000001	35	35	Triticale		
00002810655F714E00000004	35	35	Triticale		
0000281063A97AF200000007	60	60	Grasland		
000028106494FB4500000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106369471800000003	322	312	Zomertarwe		
00002810636943F000000003	322	312	Zomertarwe		
000028106978BDC100000006	60	60	Grasland		BG2
000028106978BF5500000005	60	60	Grasland		BG
0000281069B2ECB700000005	60	60	Grasland		BG
000028106AB4C48D00000004	60	60	Grasland	MAA	BG2
000028106978C4DB00000004	312	312	Zomertarwe		
000028106978C5A500000007	60	60	Grasland	MAA	BG
000028106978C60E00000006	60	60	Grasland	MAA	BG2
000028106978C93600000007	60	60	Grasland	MAA	BG
000028106A954ED40000000A	601	601	Zaaizaad_grassen		
00002810660CFED500000003	36	36	Spelt		
000028104B19D7C100000001	36	36	Spelt		
000028106978CCC300000009	60	60	Grasland		BG
000028106978CD2800000001	60	60	Grasland	MAA	BG5
0000281069B2F24100000003	700	700	Grasklaver	MAA	BG2
000028106978CE5700000003	60	60	Grasland		BG
0000281069B2F50400000003	60	60	Grasland		BG
0000281069B2F37000000009	601	601	Zaaizaad_grassen	MAA	
000028106978D17F00000010	60	60	Grasland	MAA	BG
0000281069B2F43A00000001	601	601	Zaaizaad_grassen	MAA	
0000281060081BC400000001	60	60	Grasland		BG
000028105B05CDFD00000003	60	60	Grasland		BG
000028104B25872400000001	60	60	Grasland		BG
0000281062347EF700000002	9563	9563	Ajuinen_(vroege)_-_vers		
000028106A6C171200000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104D2CA5010000000B	603	603	Zaaizaad_graangewassen		
000028105E7CDD9400000002	9560	648	Andere_vlinderbloemige_groenbedekker		
0000281060B9D03000000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028105F029DAF00000004	311	311	Wintertarwe		
0000281063CFE32900000001	9511	9511	Asperges_-_vers		
000028105E56093700000018	202	202	Korrelmais		
000028104A2DD98300000009	312	312	Zomertarwe		
0000281064BC2D2F00000003	60	60	Grasland		BG
000028105DD3357400000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
00002810630EF71B00000016	8523	8523	Bloemkool_-_industrie		
0000281064A2D46B00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281064A2D40600000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281049BAE00200000004	311	311	Wintertarwe		
000028106297404C00000004	35	35	Triticale		
000028106A50E57800000003	331	331	Winterrogge		
000028105CEE3EA100000001	60	60	Grasland		BG
0000281059EA4ED800000001	60	60	Grasland		BG
000028106660E7A500000003	60	60	Grasland		BG
0000281064DF12B100000003	60	60	Grasland		BG
0000281069CE430A00000001	60	60	Grasland	MAA	BG3
00002810696BC72D00000003	60	60	Grasland		BG
00002810696BC8C100000004	60	60	Grasland		BG
00002810655AD26900000001	60	60	Grasland		BG
00002810655AD59100000001	60	60	Grasland	MAA	BG
000028106802F55400000001	60	60	Grasland		BG5
00002810623744A100000003	60	60	Grasland		BG
0000281063E8EAA300000003	60	60	Grasland		BG
000028106A96E16C00000003	60	60	Grasland		BG
0000281059C3A71400000001	35	35	Triticale		
00002810620DBD8A00000001	8411	8411	Snijbonen_-_industrie		
00002810620DBDEF00000001	8411	8411	Snijbonen_-_industrie		
000028106A96E03900000003	60	60	Grasland		BG
00002810696BC66300000004	60	60	Grasland		BG3
000028106A96E23600000003	60	60	Grasland		BG2
000028106660EACD00000002	60	60	Grasland		BG5
00002810655AD4C700000001	60	60	Grasland		BG
000028105C5E14C400000003	60	60	Grasland		BG
0000281069858EDA00000007	60	60	Grasland		BG
000028105C79F8650000000C	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028105CFA85F900000005	60	60	Grasland		BG
00002810598ED2E300000004	202	202	Korrelmais		
0000281069B50B6E00000001	91	91	Suikerbieten		
000028106979812000000004	8410	8523	Bloemkool_-_industrie		
0000281060AE00D800000009	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028104ACD860000000006	60	60	Grasland		BG3
000028104ACD866500000006	60	60	Grasland		BG3
000028106388389A00000001	311	311	Wintertarwe		
000028106A3D85BE00000002	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106A3D84F400000002	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106A3D855900000001	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
0000281067BF714900000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106561E4DC00000007	908	908	Aardappelen_(hoevepootgoed)		
00002810611BF07D00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281064EEEE8300000019	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A9F1D1400000001	9561	9561	Witloofwortel		
000028106A9F18BD00000018	9561	9561	Witloofwortel		
000028106A9F1B8000000003	9561	9561	Witloofwortel		
000028106A9F1CAF00000003	9561	9561	Witloofwortel		
0000281061F6986600000006	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106A43053800000004	603	603	Zaaizaad_graangewassen		
00002810696A2D1600000008	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
00002810697C0E5B00000007	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064BD906700000004	9710	9710	Meerjarige_fruitteelten_(appel)		
000028105E6B6DFF00000006	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E6B732000000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063E7232900000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063E7245800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E6B764800000006	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106355C43D00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063E721910000000C	9726	9726	Meerjarige_fruitteelten_(zoete_kers__hoogstam)		
000028105E6B744F00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069E6234400000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810666C5A420000000A	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810634C4F9400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E6B6A0D00000009	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105F19B04800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E6B69A800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810666C597800000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810666C591300000005	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810666C59DD00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E6B6F9300000008	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A67D48B00000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028105B4B622200000008	60	60	Grasland		BG2
000028104B6BB85F00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104B6BADB800000003	36	36	Spelt		
000028104B6BB1AA00000004	36	36	Spelt		
000028104B6BAE1D00000001	36	36	Spelt		
000028104BDE5FCC00000001	601	601	Zaaizaad_grassen	MAA	
000028104B6BB33E00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810699AA90500000002	604	604	Zaaizaad_olie-_en_vezelhoudende_planten		
0000281067BAA29F00000003	604	604	Zaaizaad_olie-_en_vezelhoudende_planten		
00002810494098D000000001	36	36	Spelt		
000028105C335E9100000005	60	60	Grasland	MAA	BG4
000028104A37960200000004	36	36	Spelt		
000028106264E5FD00000001	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028104A00722E00000003	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028106517048F00000005	202	202	Korrelmais		
0000281067CDA01400000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A46E25200000001	202	202	Korrelmais		
0000281067CDA14300000008	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AAB2E5B0000000C	899	899	Rotatieteelt_van_groentegewassen_(vb_pluktuin)		
00002810696FDD1B00000003	311	311	Wintertarwe		
0000281062177D3100000001	60	60	Grasland		BG
0000281060ADD30C00000009	700	700	Grasklaver		BG3
0000281060ADD2A700000003	700	700	Grasklaver		BG3
000028104AD4253700000001	700	700	Grasklaver		BG
0000281062EC319200000005	60	60	Grasland		BG
00002810618C155A00000005	60	60	Grasland		BG
0000281062177B3800000003	60	60	Grasland		BG
000028104AD0A73A00000001	60	60	Grasland		BG
00002810662C9EC900000007	700	700	Grasklaver		BG3
00002810677DB19000000001	700	700	Grasklaver		BG3
00002810677DB12B00000001	700	700	Grasklaver		BG3
0000281063AB227300000001	700	700	Grasklaver		BG3
000028105C6B9A3E00000005	700	700	Grasklaver		BG3
000028105E219C700000000A	60	60	Grasland		BG
0000281063AB279400000005	700	700	Grasklaver		BG5
00002810641AB99D00000001	60	60	Grasland		BG
00002810641AB93800000001	60	60	Grasland		BG
000028104CC39C1300000009	322	322	Zomergerst		
0000281060E6AE9600000005	322	322	Zomergerst		
0000281067BEB56900000006	322	322	Zomergerst		
000028106A9E9DFE00000001	395	391	Mengteelt_andere_wintergranen_en_winterteelt_vlinderbloemige		
0000281063B55F9C00000002	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028105D7A83E500000005	36	36	Spelt		
000028104AF5E6A500000004	36	36	Spelt		
000028106AB7F39A0000000A	60	60	Grasland		BG
000028105E7BCDA300000004	60	60	Grasland		BG
000028104C6EBE2600000001	311	311	Wintertarwe		
0000281067EAC49200000001	311	311	Wintertarwe		
0000281063B3B6870000000C	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028105CD115C80000000B	36	36	Spelt		
000028105CD1240000000001	36	36	Spelt		
000028105CD1169200000003	36	36	Spelt		
000028106907AF3C00000007	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
00002810668D429A00000009	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106AA58AF600000009	9511	9511	Asperges_-_vers		
000028106AA58A9100000010	9511	9511	Asperges_-_vers		
000028104C4CB0F000000003	311	311	Wintertarwe		
00002810614B30B000000001	311	311	Wintertarwe		
00002810614B311500000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104F802C4F00000005	60	8410	Stamslabonen/sperziebonen_-_industrie	BGG	BG
0000281061D2BA3A00000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
00002810625B02D000000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
0000281067C038FF00000003	311	311	Wintertarwe		
00002810698E87FA00000001	36	36	Spelt		
000028106368B24B00000004	322	322	Zomergerst		
0000281069ED62B90000000A	60	60	Grasland		BG
00002810613E8CFA00000003	311	311	Wintertarwe		
0000281062676A8600000004	36	36	Spelt		
0000281068001C5500000007	392	392	Mengteelt_zomergranen_en_zomerteelt_vlinderbloemige		
000028106923DCAC0000000A	311	311	Wintertarwe		
00002810677138DF00000002	321	321	Wintergerst		
000028106923DC4700000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106523AC9800000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106A466CB400000004	311	311	Wintertarwe		
000028106A46704100000007	311	311	Wintertarwe		
000028106A4670A600000003	311	311	Wintertarwe		
00002810678CAD970000000C	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028105E7AE65900000001	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028105E7AE72300000001	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
000028104D9DB45000000003	35	35	Triticale		
000028104D9DCB9B00000001	35	35	Triticale		
0000281069E2E2DB00000010	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069E2E40A00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069E2EF7F00000011	202	202	Korrelmais		
0000281069E2E6D100000007	321	321	Wintergerst		
0000281069E2F50500000001	321	321	Wintergerst		
000028106A20510B00000002	321	321	Wintergerst		
0000281069E2F4A000000003	321	321	Wintergerst		
0000281069E2E80000000001	311	311	Wintertarwe		
0000281069E2E99400000002	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281069E2E9F900000009	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281069E2EA5E00000007	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281069E2EC5700000014	311	311	Wintertarwe		
0000281069E2EDEB00000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281069E2EEB500000001	311	311	Wintertarwe		
00002810680229AC00000003	312	312	Zomertarwe		
00002810671F52BB0000001A	60	60	Grasland		BG4
000028106573A62800000004	331	331	Winterrogge		
00002810633D6AD800000001	36	36	Spelt		
000028105B6E10C900000003	322	322	Zomergerst		
0000281063B156B300000001	202	312	Zomertarwe		
00002810658E133800000001	322	322	Zomergerst		
0000281064B4111700000001	201	312	Zomertarwe		
0000281063D3E42E00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281063D3E55D00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106909EB8E00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106909EBF300000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104B44584800000008	36	36	Spelt		
0000281067F9DAA700000003	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106717D9A400000001	35	35	Triticale		
000028106717D93F0000000E	35	35	Triticale		
000028106651FE9200000001	312	312	Zomertarwe		
000028105EC8B16E00000001	35	35	Triticale		
000028106A9E967F00000005	35	35	Triticale		
000028106237D25000000007	311	311	Wintertarwe		
0000281049AAA9CB00000007	311	311	Wintertarwe		
0000281067CDD55B0000000B	311	311	Wintertarwe		
000028105D2D53230000000A	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
0000281059AE4E8700000006	311	311	Wintertarwe		
0000281049AAAEEC00000006	311	311	Wintertarwe		
000028106907102D00000004	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028105DEC94F100000001	36	36	Spelt		
000028106991B50A00000001	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige		
00002810695C203D00000005	312	312	Zomertarwe		
0000281064AC0B8000000001	36	36	Spelt		
000028106773C22400000001	35	35	Triticale		
